Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,CashbackAmount_log,DaySinceLastOrder_log,NumberOfDeviceRegistered_log,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,DevicesPerAddress,CashbackPerTenure
11.0,23.0,4,3,1,0,9.0,188.23,0,5.242963206415959,2.302585092994046,1.6094379124341003,False,False,False,False,True,False,2.0,15.685833333333333
11.0,7.0,3,1,8,0,9.0,147.35,0,4.99957434673683,2.302585092994046,1.3862943611198906,False,True,False,False,True,False,0.3333333333333333,12.279166666666667
10.0,16.0,2,2,4,0,0.0,146.8,0,4.995860008514102,0.0,1.0986122886681096,False,False,True,False,False,True,0.4,13.345454545454546
11.0,6.0,3,4,1,0,8.0,144.4,0,4.979488565099419,2.1972245773362196,1.3862943611198906,False,True,False,False,True,False,1.5,12.033333333333333
25.0,18.0,5,4,5,0,4.0,256.42,0,5.550708992221232,1.6094379124341003,1.791759469228055,True,False,False,False,False,True,0.8333333333333334,9.862307692307693
1.0,34.0,4,1,3,1,8.0,183.13,1,5.215642029879128,2.1972245773362196,1.6094379124341003,False,True,False,False,False,True,1.0,91.565
14.0,33.0,4,5,3,0,6.0,208.96,0,5.346917036384099,1.9459101490553132,1.6094379124341003,False,True,False,False,False,False,1.0,13.930666666666667
9.0,6.0,3,1,2,0,7.0,121.15,0,4.805249797703749,2.0794415416798357,1.3862943611198906,False,False,True,False,False,True,1.0,12.115
26.0,10.0,5,3,4,1,5.0,204.69,0,5.326370180990072,1.791759469228055,1.791759469228055,False,False,False,False,False,False,1.0,7.581111111111111
28.0,16.0,4,3,5,0,4.0,153.97,0,5.043231549799244,1.6094379124341003,1.6094379124341003,False,True,False,False,True,False,0.6666666666666666,5.309310344827586
20.0,31.0,3,3,3,0,11.0,186.33,0,5.232871767472967,2.4849066497880004,1.3862943611198906,False,False,False,False,False,True,0.75,8.872857142857143
1.0,20.0,4,4,7,0,1.0,182.65,1,5.213031772265676,0.6931471805599453,1.6094379124341003,False,True,False,False,False,True,0.5,91.325
1.0,7.0,5,4,3,1,3.0,145.7,0,4.9883896851489355,1.3862943611198906,1.791759469228055,False,False,True,False,False,True,1.25,72.85
5.0,13.0,3,2,5,0,3.0,192.04,0,5.262897421316776,1.3862943611198906,1.3862943611198906,False,True,False,False,False,False,0.5,32.00666666666667
1.0,31.0,5,4,2,1,11.0,170.99,1,5.147436335588401,2.4849066497880004,1.791759469228055,False,True,False,False,False,True,1.6666666666666667,85.495
18.0,10.0,3,4,2,0,8.0,144.47,0,4.97996987978537,2.1972245773362196,1.3862943611198906,False,True,False,False,False,False,1.0,7.603684210526316
1.0,11.0,2,4,3,1,4.0,186.42,0,5.233352087695677,1.6094379124341003,1.0986122886681096,False,True,False,False,True,False,0.5,93.21
1.0,11.0,4,1,11,1,1.0,147.85,1,5.002939087461785,0.6931471805599453,1.6094379124341003,False,False,True,False,False,True,0.3333333333333333,73.925
1.0,31.0,4,4,10,0,3.0,160.97,0,5.087411132898305,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,0.36363636363636365,80.485
9.0,28.0,4,2,3,1,8.0,165.14,0,5.112830806410925,2.1972245773362196,1.6094379124341003,False,True,False,False,False,False,1.0,16.514
7.0,21.0,3,5,2,0,6.0,161.25,0,5.0891383555842,1.9459101490553132,1.3862943611198906,False,True,False,False,False,True,1.0,20.15625
19.0,11.0,6,3,6,0,47.0,222.56,0,5.409679834401498,3.8712010109078907,1.9459101490553132,False,False,False,False,True,False,0.8571428571428571,11.128
3.0,16.0,4,3,11,0,3.0,154.74,0,5.04818795014884,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.3333333333333333,38.685
18.0,8.0,4,1,6,1,3.0,156.95,0,5.062278527248094,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.5714285714285714,8.260526315789473
11.0,6.0,1,1,1,0,8.0,176.25,0,5.177561165412237,2.1972245773362196,0.6931471805599453,False,True,False,False,False,True,0.5,14.6875
5.0,12.0,4,4,3,0,3.0,152.89,0,5.0362380614757605,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,1.0,25.481666666666666
21.0,10.0,4,3,11,1,14.0,262.7,0,5.574812093359241,2.70805020110221,1.6094379124341003,True,False,False,False,True,False,0.3333333333333333,11.94090909090909
27.0,15.0,3,3,4,0,3.0,128.97,0,4.867303654593497,1.3862943611198906,1.3862943611198906,False,True,False,False,True,False,0.6,4.606071428571428
30.0,15.0,4,5,6,1,3.0,167.57,0,5.127351093792217,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.5714285714285714,5.405483870967742
4.0,7.0,6,3,5,0,3.0,163.33,0,5.101876601193199,1.3862943611198906,1.9459101490553132,False,False,True,False,False,False,1.0,32.666000000000004
8.0,20.0,4,3,3,0,47.0,211.28,0,5.357906157959694,3.8712010109078907,1.6094379124341003,False,False,False,False,True,False,1.0,23.475555555555555
1.0,18.0,4,5,2,0,5.0,145.99,0,4.990364557253896,1.791759469228055,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,72.995
7.0,8.0,3,3,3,0,2.0,140.33,0,4.9510975813800595,1.0986122886681096,1.3862943611198906,False,True,False,False,False,True,0.75,17.54125
12.0,10.0,4,2,10,1,1.0,193.61,0,5.270997555893074,0.6931471805599453,1.6094379124341003,False,True,False,False,False,True,0.36363636363636365,14.893076923076924
17.0,34.0,4,5,10,0,2.0,233.2,0,5.456175451163617,1.0986122886681096,1.6094379124341003,False,False,False,False,True,False,0.36363636363636365,12.955555555555556
5.0,9.0,5,5,5,0,1.0,189.1,0,5.247550249494384,0.6931471805599453,1.791759469228055,False,True,False,False,True,False,0.8333333333333334,31.516666666666666
9.0,15.0,4,3,3,0,5.0,168.23,0,5.131258736419994,1.791759469228055,1.6094379124341003,False,False,True,False,False,True,1.0,16.823
1.0,12.0,4,1,2,1,3.0,148.79,0,5.009234313180627,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,74.395
24.0,36.0,5,3,2,0,8.0,295.46,0,5.691912302085713,2.1972245773362196,1.791759469228055,True,False,False,False,False,False,1.6666666666666667,11.818399999999999
7.0,24.0,5,3,11,1,1.0,149.37,1,5.013098923534229,0.6931471805599453,1.791759469228055,False,False,True,False,True,False,0.4166666666666667,18.67125
20.0,8.0,3,1,2,1,0.0,267.52,0,5.592925399070551,0.0,1.3862943611198906,True,False,False,False,True,False,1.0,12.739047619047618
7.0,34.0,4,3,2,0,7.0,167.12,0,5.124678010136916,2.0794415416798357,1.6094379124341003,False,True,False,False,True,False,1.3333333333333333,20.89
2.0,6.0,1,3,9,1,2.0,162.94,0,5.099500507224884,1.0986122886681096,0.6931471805599453,False,True,False,False,False,True,0.1,54.31333333333333
21.0,10.0,4,1,3,0,2.0,252.02,0,5.533468536986524,1.0986122886681096,1.6094379124341003,True,False,False,False,True,False,1.0,11.455454545454545
4.0,26.0,3,4,2,1,2.0,131.4,1,4.885827643502908,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,1.0,26.28
21.0,9.0,5,1,3,1,3.0,157.94,0,5.068526772512033,1.3862943611198906,1.791759469228055,False,False,True,False,False,True,1.25,7.179090909090909
5.0,7.0,3,5,5,0,2.0,140.87,0,4.954911145323894,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,0.5,23.478333333333335
8.0,24.0,1,5,2,0,10.0,152.08,0,5.0309606605575015,2.3978952727983707,0.6931471805599453,False,True,False,False,True,False,0.3333333333333333,16.89777777777778
12.0,7.0,4,1,9,0,10.0,172.35,0,5.155312672131032,2.3978952727983707,1.6094379124341003,False,True,False,False,True,False,0.4,13.257692307692308
24.0,24.0,5,5,7,0,12.0,257.69,0,5.555630433632342,2.5649493574615367,1.791759469228055,False,False,False,False,True,False,0.625,10.3076
30.0,31.0,3,5,8,0,9.0,176.37,0,5.178237946217495,2.302585092994046,1.3862943611198906,False,False,False,False,False,True,0.3333333333333333,5.6893548387096775
14.0,9.0,2,4,3,0,8.0,167.44,0,5.126579603293727,2.1972245773362196,1.0986122886681096,False,True,False,False,False,False,0.5,11.162666666666667
9.0,7.0,4,3,11,0,10.0,172.17,0,5.15427377096406,2.3978952727983707,1.6094379124341003,False,True,False,False,False,False,0.3333333333333333,17.217
5.0,9.0,4,3,3,0,4.0,159.77,0,5.079974772174869,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,1.0,26.628333333333334
30.0,24.0,3,1,7,0,4.0,205.12,0,5.328458523460023,1.6094379124341003,1.3862943611198906,False,False,False,False,False,True,0.375,6.6167741935483875
1.0,12.0,4,4,3,1,3.0,149.78,0,5.015821820783556,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,1.0,74.89
9.0,14.0,4,3,3,0,1.0,149.04,0,5.010901925213687,0.6931471805599453,1.6094379124341003,False,False,True,False,False,False,1.0,14.904
3.0,8.0,4,5,1,0,7.0,149.68,0,5.015158382823841,2.0794415416798357,1.6094379124341003,False,False,True,False,False,True,2.0,37.42
30.0,15.0,4,4,5,1,0.0,133.46,0,4.901266757040891,0.0,1.6094379124341003,False,False,True,False,True,False,0.6666666666666666,4.305161290322581
11.0,14.0,4,4,2,0,3.0,124.4,0,4.83150862819882,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,10.366666666666667
14.0,34.0,4,4,1,0,10.0,235.7,0,5.466793516519938,2.3978952727983707,1.6094379124341003,True,False,False,False,True,False,2.0,15.713333333333333
26.0,32.0,5,1,5,0,1.0,263.26,0,5.576933466986071,0.6931471805599453,1.791759469228055,True,False,False,False,True,False,0.8333333333333334,9.75037037037037
4.0,16.0,3,1,3,1,4.0,165.83,0,5.116975329867582,1.6094379124341003,1.3862943611198906,False,True,False,False,True,False,0.75,33.166000000000004
9.0,8.0,1,1,2,0,7.0,120.11,0,4.7966992235329595,2.0794415416798357,0.6931471805599453,False,False,True,False,True,False,0.3333333333333333,12.011
18.0,11.0,4,4,11,0,4.0,184.33,0,5.222138019809218,1.6094379124341003,1.6094379124341003,False,True,False,False,False,True,0.3333333333333333,9.701578947368422
0.0,17.0,3,5,2,1,3.0,147.41,0,4.999978713907727,1.3862943611198906,1.3862943611198906,False,True,False,False,True,False,1.0,147.41
19.0,14.0,3,3,9,0,8.0,123.39,1,4.8234217912218735,2.1972245773362196,1.3862943611198906,False,False,True,False,True,False,0.3,6.1695
10.0,6.0,4,5,3,0,2.0,139.2,0,4.94306997460049,1.0986122886681096,1.6094379124341003,False,False,True,False,False,False,1.0,12.654545454545454
11.0,14.0,3,4,6,0,8.0,125.92,0,4.843556966714995,2.1972245773362196,1.3862943611198906,False,False,True,False,True,False,0.42857142857142855,10.493333333333334
9.0,7.0,2,3,5,0,3.0,150.06,0,5.017677108885302,1.3862943611198906,1.0986122886681096,False,False,True,False,False,True,0.3333333333333333,15.006
15.0,30.0,3,5,2,1,8.0,174.06,0,5.165128772304292,2.1972245773362196,1.3862943611198906,False,False,False,False,True,False,1.0,10.87875
20.0,25.0,4,3,4,0,9.0,173.1,0,5.159629846774143,2.302585092994046,1.6094379124341003,False,True,False,False,True,False,0.8,8.242857142857142
0.0,30.0,1,5,2,0,0.0,110.91,1,4.717694976829936,0.0,0.6931471805599453,False,False,True,False,False,True,0.3333333333333333,110.91
1.0,30.0,4,5,11,1,47.0,224.5,1,5.418320158942733,3.8712010109078907,1.6094379124341003,False,False,False,False,True,False,0.3333333333333333,112.25
15.0,21.0,4,3,6,0,9.0,149.51,0,5.014029527164271,2.302585092994046,1.6094379124341003,False,False,True,False,True,False,0.5714285714285714,9.344375
27.0,6.0,3,3,8,0,4.0,205.02,0,5.327973251455547,1.6094379124341003,1.3862943611198906,False,False,False,False,True,False,0.3333333333333333,7.3221428571428575
9.0,14.0,3,3,2,0,8.0,200.96,0,5.308069657990715,2.1972245773362196,1.3862943611198906,False,False,False,False,True,False,1.0,20.096
6.0,15.0,2,1,3,0,9.0,187.09,0,5.236920571682713,2.302585092994046,1.0986122886681096,False,True,False,False,True,False,0.5,26.72714285714286
9.0,15.0,3,5,4,0,0.0,120.18,1,4.797277043516843,0.0,1.3862943611198906,False,False,True,False,False,True,0.6,12.018
12.0,6.0,3,3,2,1,6.0,291.97,0,5.68007021469645,1.9459101490553132,1.3862943611198906,False,False,False,True,True,False,1.0,22.45923076923077
27.0,15.0,4,2,7,0,3.0,243.36,0,5.498642547781566,1.3862943611198906,1.6094379124341003,True,False,False,False,False,False,0.5,8.691428571428572
23.0,29.0,4,4,5,0,3.0,289.13,0,5.670329098396982,1.3862943611198906,1.6094379124341003,True,False,False,False,True,False,0.6666666666666666,12.047083333333333
5.0,9.0,4,5,9,0,4.0,178.32,0,5.189171919287238,1.6094379124341003,1.6094379124341003,False,True,False,False,False,True,0.4,29.72
1.0,7.0,5,4,3,1,3.0,146.74,1,4.9954539721005915,1.3862943611198906,1.791759469228055,False,False,True,False,False,True,1.25,73.37
11.0,15.0,4,4,4,0,8.0,165.71,0,5.11625577595994,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,0.8,13.809166666666668
13.0,14.0,3,3,4,1,3.0,167.96,1,5.129662000517897,1.3862943611198906,1.3862943611198906,False,True,False,False,True,False,0.6,11.997142857142858
16.0,8.0,3,1,1,0,8.0,135.39,0,4.915518428938784,2.1972245773362196,1.3862943611198906,False,False,True,False,False,True,1.5,7.964117647058822
9.0,21.0,3,3,2,0,2.0,122.07,0,4.812753299184245,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,1.0,12.206999999999999
7.0,17.0,4,4,5,0,8.0,144.9,0,4.98292145552874,2.1972245773362196,1.6094379124341003,False,True,False,False,False,False,0.6666666666666666,18.1125
1.0,9.0,4,3,8,1,3.0,164.77,0,5.110601285436775,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.4444444444444444,82.385
23.0,6.0,3,3,1,0,13.0,163.47,0,5.102728182753178,2.639057329615259,1.3862943611198906,False,True,False,False,False,False,1.5,6.81125
28.0,6.0,4,3,9,0,1.0,162.8,0,5.098646171418969,0.6931471805599453,1.6094379124341003,False,True,False,False,False,True,0.4,5.613793103448276
14.0,23.0,4,3,11,0,1.0,160.44,0,5.084133556605299,0.6931471805599453,1.6094379124341003,False,False,True,False,True,False,0.3333333333333333,10.696
10.0,35.0,3,4,2,1,47.0,218.49,1,5.391306673390865,3.8712010109078907,1.3862943611198906,False,False,False,False,True,False,1.0,19.862727272727273
3.0,13.0,3,4,1,0,2.0,129.83,0,4.873898770522785,1.0986122886681096,1.3862943611198906,False,False,True,False,False,True,1.5,32.4575
19.0,8.0,3,5,9,0,9.0,270.48,0,5.603888471835558,2.302585092994046,1.3862943611198906,True,False,False,False,True,False,0.3,13.524000000000001
3.0,33.0,3,1,8,0,7.0,153.04,0,5.0372123089467085,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.3333333333333333,38.26
0.0,14.0,4,3,2,0,2.0,126.25,1,4.846153655430632,1.0986122886681096,1.6094379124341003,False,False,True,False,False,True,1.3333333333333333,126.25
9.0,6.0,3,2,3,1,0.0,122.93,1,4.819716890076783,0.0,1.3862943611198906,False,False,True,False,False,False,0.75,12.293000000000001
9.0,7.0,4,3,2,0,0.0,115.63,0,4.759006530702958,0.0,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,11.562999999999999
31.0,9.0,4,4,6,0,15.0,287.91,0,5.666115220926443,2.772588722239781,1.6094379124341003,True,False,False,False,True,False,0.5714285714285714,8.9971875
3.0,15.0,3,3,8,1,7.0,146.95,0,4.996874378846218,2.0794415416798357,1.3862943611198906,False,True,False,False,False,True,0.3333333333333333,36.7375
29.0,7.0,4,5,2,1,14.0,315.45,0,5.7571652512213145,2.70805020110221,1.6094379124341003,False,False,False,True,False,True,1.3333333333333333,10.514999999999999
3.0,8.0,5,1,5,0,8.0,286.24,0,5.660318103242117,2.1972245773362196,1.791759469228055,True,False,False,False,True,False,0.8333333333333334,71.56
11.0,6.0,3,3,5,1,0.0,178.61,0,5.190787833605371,0.0,1.3862943611198906,False,False,False,False,False,True,0.5,14.884166666666667
23.0,8.0,3,5,3,0,2.0,278.56,0,5.633216938608928,1.0986122886681096,1.3862943611198906,True,False,False,False,False,False,0.75,11.606666666666667
3.0,26.0,3,5,1,0,2.0,199.57,0,5.301163312997955,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,1.5,49.8925
21.0,9.0,4,1,7,0,5.0,175.7,0,5.174453379325651,1.791759469228055,1.6094379124341003,False,True,False,False,True,False,0.5,7.986363636363635
3.0,14.0,4,2,3,1,1.0,191.23,0,5.258692571764769,0.6931471805599453,1.6094379124341003,False,True,False,False,True,False,1.0,47.8075
18.0,8.0,5,3,1,0,1.0,166.32,0,5.119908146573998,0.6931471805599453,1.791759469228055,False,True,False,False,False,True,2.5,8.753684210526316
12.0,24.0,3,3,1,0,7.0,145.34,0,4.985932681455884,2.0794415416798357,1.3862943611198906,False,True,False,False,False,True,1.5,11.18
1.0,9.0,6,1,5,0,1.0,175.71,0,5.174509970819964,0.6931471805599453,1.9459101490553132,False,True,False,False,False,True,1.0,87.855
5.0,32.0,3,2,1,0,2.0,144.65,0,4.981206483405444,1.0986122886681096,1.3862943611198906,False,True,False,False,False,False,1.5,24.108333333333334
14.0,14.0,5,1,3,0,3.0,206.5,1,5.335131339670753,1.3862943611198906,1.791759469228055,False,False,False,False,False,True,1.25,13.766666666666667
11.0,8.0,3,3,7,1,1.0,130.57,0,4.879539029377747,0.6931471805599453,1.3862943611198906,False,False,True,False,True,False,0.375,10.880833333333333
13.0,9.0,5,3,3,0,11.0,170.53,0,5.144758178421734,2.4849066497880004,1.791759469228055,False,True,False,False,False,True,1.25,12.180714285714286
14.0,8.0,4,5,4,0,17.0,293.23,0,5.6843617744165975,2.8903717578961645,1.6094379124341003,True,False,False,False,True,False,0.8,19.54866666666667
7.0,13.0,4,1,5,0,8.0,202.25,0,5.31443674842792,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,0.6666666666666666,25.28125
10.0,10.0,4,4,3,0,8.0,161.92,0,5.0932592827802114,2.1972245773362196,1.6094379124341003,False,False,True,False,True,False,1.0,14.719999999999999
4.0,36.0,4,4,5,0,47.0,217.5,0,5.3867860145356445,3.8712010109078907,1.6094379124341003,False,False,False,False,True,False,0.6666666666666666,43.5
0.0,25.0,4,5,2,0,7.0,140.66,0,4.953429820325477,2.0794415416798357,1.6094379124341003,False,False,True,False,True,False,1.3333333333333333,140.66
0.0,22.0,3,4,10,0,2.0,128.11,0,4.860664754186628,1.0986122886681096,1.3862943611198906,False,False,True,False,False,False,0.2727272727272727,128.11
8.0,8.0,5,5,2,0,10.0,178.43,0,5.189785159724575,2.3978952727983707,1.791759469228055,False,True,False,False,False,True,1.6666666666666667,19.825555555555557
1.0,23.0,6,5,3,1,1.0,148.07,1,5.004415994282339,0.6931471805599453,1.9459101490553132,False,False,True,False,True,False,1.5,74.035
22.0,14.0,3,4,5,0,7.0,174.03,0,5.164957387802744,2.0794415416798357,1.3862943611198906,False,False,False,False,True,False,0.5,7.566521739130435
1.0,16.0,4,5,6,0,8.0,178.46,1,5.189952341869912,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,0.5714285714285714,89.23
8.0,33.0,3,3,3,0,7.0,168.83,0,5.134797936716678,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,0.75,18.75888888888889
20.0,7.0,2,5,3,0,13.0,300.67,0,5.709333704694526,2.639057329615259,1.0986122886681096,True,False,False,False,False,True,0.5,14.317619047619049
10.0,16.0,3,4,2,0,7.0,139.36,0,4.944210550715014,2.0794415416798357,1.3862943611198906,False,False,True,False,True,False,1.0,12.66909090909091
18.0,8.0,3,4,1,0,7.0,148.05,0,5.00428182012408,2.0794415416798357,1.3862943611198906,False,True,False,False,True,False,1.5,7.792105263157896
30.0,30.0,1,1,4,1,4.0,194.39,0,5.27499756122642,1.6094379124341003,0.6931471805599453,False,False,False,False,True,False,0.2,6.2706451612903225
2.0,14.0,3,2,2,0,5.0,123.4,0,4.823502180305079,1.791759469228055,1.3862943611198906,False,False,True,False,False,True,1.0,41.13333333333333
6.0,10.0,4,1,5,0,8.0,236.59,0,5.4705464990606965,2.1972245773362196,1.6094379124341003,False,False,False,False,False,True,0.6666666666666666,33.79857142857143
20.0,20.0,4,4,8,0,10.0,180.62,0,5.201916592261682,2.3978952727983707,1.6094379124341003,False,True,False,False,False,True,0.4444444444444444,8.600952380952382
9.0,34.0,3,1,5,0,3.0,121.32,0,4.8066405616208066,1.3862943611198906,1.3862943611198906,False,False,True,False,True,False,0.5,12.132
13.0,14.0,3,3,4,1,3.0,167.96,1,5.129662000517897,1.3862943611198906,1.3862943611198906,False,True,False,False,False,False,0.6,11.997142857142858
10.0,6.0,3,2,3,1,2.0,236.03,0,5.4681867154027515,1.0986122886681096,1.3862943611198906,False,False,False,False,True,False,0.75,21.457272727272727
30.0,18.0,5,5,6,0,1.0,178.8,0,5.19184512203752,0.6931471805599453,1.791759469228055,False,True,False,False,True,False,0.7142857142857143,5.767741935483872
18.0,7.0,3,4,2,0,7.0,174.41,0,5.167126090855689,2.0794415416798357,1.3862943611198906,False,False,False,False,True,False,1.0,9.179473684210526
9.0,27.0,4,5,1,0,0.0,122.96,0,4.819958932919548,0.0,1.6094379124341003,False,False,True,False,True,False,2.0,12.296
28.0,20.0,2,4,9,0,15.0,287.22,0,5.663724077410215,2.772588722239781,1.0986122886681096,False,False,False,True,False,True,0.2,9.904137931034484
9.0,32.0,3,3,7,0,2.0,153.47,0,5.0399999027261595,1.0986122886681096,1.3862943611198906,False,True,False,False,True,False,0.375,15.347
18.0,17.0,4,1,4,1,4.0,189.65,0,5.250439286303573,1.6094379124341003,1.6094379124341003,False,True,False,False,True,False,0.8,9.98157894736842
4.0,10.0,4,2,6,0,5.0,145.97,0,4.990228484318593,1.791759469228055,1.6094379124341003,False,False,True,False,False,False,0.5714285714285714,29.194
24.0,9.0,4,5,4,0,3.0,303.56,0,5.718868112074242,1.3862943611198906,1.6094379124341003,True,False,False,False,False,False,0.8,12.1424
1.0,16.0,4,5,5,1,4.0,207.24,1,5.33869126068631,1.6094379124341003,1.6094379124341003,False,True,False,False,False,True,0.6666666666666666,103.62
15.0,10.0,3,1,2,0,15.0,292.32,0,5.681264163225599,2.772588722239781,1.3862943611198906,False,False,False,True,True,False,1.0,18.27
10.0,17.0,4,3,5,0,8.0,195.94,0,5.282899113819656,2.1972245773362196,1.6094379124341003,False,False,False,False,False,False,0.6666666666666666,17.812727272727273
17.0,22.0,5,1,5,0,3.0,193.04,0,5.268064323377016,1.3862943611198906,1.791759469228055,False,True,False,False,True,False,0.8333333333333334,10.724444444444444
10.0,10.0,4,4,3,0,8.0,161.92,0,5.0932592827802114,2.1972245773362196,1.6094379124341003,False,False,True,False,False,False,1.0,14.719999999999999
21.0,9.0,4,4,9,1,9.0,317.46,1,5.76349687842828,2.302585092994046,1.6094379124341003,False,False,False,True,False,True,0.4,14.43
2.0,14.0,3,1,5,0,7.0,125.14,0,4.837392401235505,2.0794415416798357,1.3862943611198906,False,False,True,False,True,False,0.5,41.71333333333333
10.0,10.0,4,4,6,0,3.0,145.88,0,4.9896159268721805,1.3862943611198906,1.6094379124341003,False,False,True,False,False,True,0.5714285714285714,13.261818181818182
13.0,28.0,5,2,5,1,5.0,186.2,0,5.232177564043492,1.791759469228055,1.791759469228055,False,True,False,False,False,False,0.8333333333333334,13.299999999999999
20.0,10.0,3,3,4,0,0.0,129.76,0,4.87336358185601,0.0,1.3862943611198906,False,True,False,False,False,True,0.6,6.179047619047618
9.0,30.0,6,3,2,0,4.0,152.05,0,5.0307646653914215,1.6094379124341003,1.9459101490553132,False,False,True,False,True,False,2.0,15.205000000000002
4.0,9.0,3,3,10,0,2.0,236.75,0,5.4712197014254995,1.0986122886681096,1.3862943611198906,False,False,False,False,True,False,0.2727272727272727,47.35
9.0,14.0,1,4,10,0,2.0,121.09,0,4.804758477680764,1.0986122886681096,0.6931471805599453,False,False,True,False,False,True,0.09090909090909091,12.109
22.0,9.0,4,2,4,0,8.0,165.51,0,5.115055367677026,2.1972245773362196,1.6094379124341003,False,True,False,False,False,False,0.8,7.1960869565217385
23.0,27.0,4,5,3,0,12.0,190.67,0,5.255775143282362,2.5649493574615367,1.6094379124341003,False,True,False,False,True,False,1.0,7.944583333333333
30.0,14.0,3,3,2,0,2.0,123.72,0,4.826071224749521,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,1.0,3.9909677419354836
5.0,13.0,4,3,2,0,8.0,154.84,0,5.048829839894225,2.1972245773362196,1.6094379124341003,False,True,False,False,False,False,1.3333333333333333,25.80666666666667
5.0,14.0,5,3,3,0,47.0,214.43,0,5.372636030790336,3.8712010109078907,1.791759469228055,False,False,False,False,True,False,1.25,35.73833333333334
15.0,8.0,3,1,3,1,9.0,201.24,0,5.309455110958493,2.302585092994046,1.3862943611198906,False,False,False,False,True,False,0.75,12.5775
0.0,22.0,1,5,2,0,14.0,127.43,1,4.855384008824965,2.70805020110221,0.6931471805599453,False,False,True,False,False,True,0.3333333333333333,127.43
12.0,19.0,5,5,4,0,3.0,187.88,0,5.2411118927772575,1.3862943611198906,1.791759469228055,False,True,False,False,True,False,1.0,14.452307692307691
1.0,11.0,5,2,2,0,5.0,156.62,0,5.060187072925504,1.791759469228055,1.791759469228055,False,False,True,False,False,False,1.6666666666666667,78.31
1.0,9.0,4,4,3,0,3.0,147.26,0,4.998967489228574,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,1.0,73.63
2.0,17.0,4,4,3,0,1.0,135.52,0,4.916471124038506,0.6931471805599453,1.6094379124341003,False,False,True,False,False,False,1.0,45.17333333333334
0.0,17.0,1,3,1,0,3.0,140.11,0,4.949539728069669,1.3862943611198906,0.6931471805599453,False,True,False,False,True,False,0.5,140.11
1.0,12.0,2,5,3,0,6.0,165.0,0,5.111987788356544,1.9459101490553132,1.0986122886681096,False,True,False,False,True,False,0.5,82.5
17.0,9.0,4,1,3,0,8.0,181.75,0,5.208119098629888,2.1972245773362196,1.6094379124341003,False,True,False,False,True,False,1.0,10.097222222222221
0.0,8.0,3,2,1,0,2.0,142.27,0,4.964730961905281,1.0986122886681096,1.3862943611198906,False,True,False,False,False,False,1.5,142.27
16.0,7.0,4,5,5,0,3.0,150.76,0,5.022300325626759,1.3862943611198906,1.6094379124341003,False,False,True,False,True,False,0.6666666666666666,8.868235294117646
13.0,8.0,4,3,7,0,0.0,134.48,0,4.908824027949571,0.0,1.6094379124341003,False,True,False,False,False,False,0.5,9.605714285714285
2.0,34.0,6,5,2,0,1.0,25.0,0,3.258096538021482,0.6931471805599453,1.9459101490553132,False,True,False,False,True,False,2.0,8.333333333333334
2.0,7.0,4,1,3,0,4.0,145.44,0,4.986615788252036,1.6094379124341003,1.6094379124341003,False,False,True,False,True,False,1.0,48.48
25.0,17.0,3,3,9,0,4.0,131.49,0,4.886507170880032,1.6094379124341003,1.3862943611198906,False,True,False,False,True,False,0.3,5.057307692307693
18.0,13.0,3,3,5,1,2.0,144.77,0,4.982030037085921,1.0986122886681096,1.3862943611198906,False,False,True,False,True,False,0.5,7.619473684210527
6.0,16.0,4,2,3,1,6.0,188.22,0,5.242910359276298,1.9459101490553132,1.6094379124341003,False,True,False,False,False,False,1.0,26.888571428571428
7.0,27.0,1,1,2,0,7.0,153.37,0,5.03935231819375,2.0794415416798357,0.6931471805599453,False,True,False,False,False,True,0.3333333333333333,19.17125
